Video_Id,Title,Published_date,Views,Likes,Favorite,Comments
bBw2LnynDhY,S1E182: Employee financial well-being can impact business outcomes: BT Money Hacks (Ep 182),2024-09-01,47,1.0,0,0
r54d0897YDY,Women voters propel Kamala Harris' lead over Donald Trump,2024-08-31,351,8.0,0,1
ycZtL2N4rig,Can Kamala Harris hold on to her lead over Donald Trump?,2024-08-31,19352,266.0,0,125
BBr7HG65Bec,Wave of fine dining closures expected by year’s end,2024-08-31,607,8.0,0,1
vzsIcim0AY4,Can new CEO Yang Lijuan drive Haidilao operator Super Hi’s turnaround?,2024-08-30,58,1.0,0,0
39Q_y_ZAr-c,"Market Focus Daily: Friday, August 30th, 2024 (Ep 134)",2024-08-30,29,0.0,0,0
FmzWYuYfAoQ,Kamala Harris says she is working on Gaza ceasefire after protesters interrupt her speech in Georgia,2024-08-30,527,8.0,0,1
GlLfvtdhPAU,"Lens on Daily: Friday, August 30, 2024 (Ep 99)",2024-08-30,23,0.0,0,0
qsUzPhFSDEk,"Market Focus Daily: Thursday, August 29, 2024 (Ep 133)",2024-08-29,34,0.0,0,0
9B0j4JmXUos,Singapore Savings Bond demand falls as Fed signal rate cuts in Sept,2024-08-29,123,2.0,0,0
JHYeLdMv_to,"Lens on Daily: Thursday, August 29, 2024 (Ep 98)",2024-08-29,32,0.0,0,0
W1MgyhIPs0A,"Market Focus Daily: Wednesday, August 28, 2024 (Ep 132)",2024-08-28,40,1.0,0,0
hLKiyC0Qet4,BT Money Hacks: Is a soft or hard landing for the US economy better for your investments? (Ep 181),2024-08-28,26,0.0,0,0
glWrLv25ySI,More firms plan to increase hiring in the next year despite a mixed economic outlook,2024-08-28,79,1.0,0,0
Z7ClKpZEiqA,"Lens on Daily: Wednesday, August 28, 2024 (Ep 97)",2024-08-28,44,0.0,0,0
Ivcph_sMXms,Telegram CEO Pavel Durov arrested in France for alleged criminal ties and activity on app,2024-08-27,220,4.0,0,1
RbZnqbIGlsw,Telegram CEO Pavel Durov arrested and charged in France,2024-08-27,468,5.0,0,0
wpYq2ZJtmHQ,"Market Focus Daily: Tuesday, August 27, 2024 (Ep 131)",2024-08-27,40,0.0,0,0
PJ9QtpLj4ck,WealthBT: Integrated Shield plans: When do premium rises cross the line? (Ep 41),2024-08-27,52,3.0,0,0
gvbzXdC8QZU,"Lens on Daily: Tuesday, August 27, 2024 (Ep 96)",2024-08-27,18,0.0,0,0
p0VFBxHCUBM,"Market Focus Daily: Monday, August 26, 2024 (Ep 130)",2024-08-26,37,0.0,0,0
dfoETF4zYlw,"Lens on Daily: Monday, August 26, 2024 (Ep 95)",2024-08-26,35,0.0,0,0
L_U1emTDvgE,S1E181: Is a soft or hard landing for the US economy better for your investments? BT Money Hacks ...,2024-08-27,34,1.0,0,0
8QpurWeSIWQ,S1E41: Integrated Shield plans: When do premium rises cross the line? WealthBT (Ep 41),2024-08-27,29,2.0,0,0
FEQp0vxkjKI,S1E41: Integrated Shield plans: When do premium rises cross the line? WealthBT (Ep 41),2024-08-27,2,0.0,0,0
T-OR1uG8kGw,Integrated Shield plans: When do premium rises cross the line? WealthBT (Ep 41),2024-09-06,5,0.0,0,0
3QSXEFoIU2Y,Philippine ex mayor linked to Chinese crime rings fled to Singapore in July #shorts,2024-08-24,1596,4.0,0,0
QKuw4Tf7YH4,"Market Focus Daily: Friday, August 23, 2024 (Ep 129)",2024-08-23,47,1.0,0,0
T8YgsaTIHsc,"Changi, Seletar airports and sea checkpoints start screening for mpox cases #shorts",2024-08-23,286,2.0,0,0
6EJ47VOX6_8,PropertyBT: Get to grips with the HDB resale market (Ep 34),2024-08-23,45,0.0,0,0
-2jqUUnECzk,"Market Focus Daily: Thursday, August 22, 2024 (Ep 128)",2024-08-22,60,0.0,0,18
Xm4SAWKPLLk,Temasek’s TFin-I launches dual tranche offshore Chinese yuan bonds,2024-08-22,32,0.0,0,0
RHvmZ-UvaiU,BT Podcasts: Discretionary portfolio management will grow your wealth,2024-08-22,74,1.0,0,0
4aWTFwKP6_o,"Lens on Daily: Thursday, August 22, 2024 (Ep 93)",2024-08-22,30,0.0,0,0
zPWb_hlNSj4,S1E1: Discretionary portfolio management will grow your wealth: BT Podcasts,2024-08-27,13,0.0,0,0
2fp29VqCEqw,Get to grips with the HDB resale market: PropertyBT (Ep 34),2024-09-06,9,0.0,0,0
8EtFgCr7FcY,S1E34: Get to grips with the HDB resale market: PropertyBT (Ep 34),2024-08-27,3,0.0,0,0
eQdahNkzULo,Get to grips with the HDB resale market: PropertyBT (Ep 34),2024-08-27,21,0.0,0,0
dpqM48VQKPw,4 companies on the wrong side of MAS and CAD #shorts,2024-08-21,68,0.0,0,0
ChYgXKm5wU8,"Market Focus Daily: Wednesday, August 21, 2024 (Ep 127)",2024-08-21,38,1.0,0,0
Re07VoIwOso,"Lens on Daily: Wednesday, August 21, 2024 (Ep 92)",2024-08-21,35,1.0,0,0
HK3ws3SQMdI,Why is the government tightening HDB loan limits? #shorts,2024-08-20,84,0.0,0,0
F2vxe2d3n1o,"Market Focus Daily: Tuesday, August 20, 2024 (Ep 126)",2024-08-20,40,2.0,0,0
HjfnQ_XllTw,Tensions rise: Philippines vs. China in the South China Sea,2024-08-20,471,10.0,0,0
4YrLBoh4vjY,"China, Philippines trade blame after South China Sea collision",2024-08-20,7024,85.0,0,34
1nL48WRyCtg,"Lens on Daily: Tuesday, August 20, 2024 (Ep 91)",2024-08-20,74,1.0,0,0
TVdgrH0tVgc,S1E1: Unpacking the PM's first National Day Rally speech: BT Podcasts,2024-08-27,15,0.0,0,0
OksDj9TgWNM,"Paetongtarn Shinawatra, Thaksin’s daughter, is the youngest Thai Prime Minister",2024-08-19,954,23.0,0,1
hs3X92U5djg,"Market Focus Daily: Monday, August 19, 2024 (Ep 125)",2024-08-19,59,0.0,0,0
Gv1JgKOms1s,What is the HDB Lease Buyback Scheme?,2024-08-19,176,0.0,0,0
gkweV4jY4rw,"Paetongtarn Shinawatra, Thaksin’s daughter, takes office as Thai Prime Minister",2024-08-19,8144,66.0,0,11
9Ag5jCLaJSI,NDR2024: Support for the involuntarily unemployed,2024-08-19,40,0.0,0,0
AacgEp1ym4M,"Lens on Daily: Monday, August 19, 2024 (Ep 90)",2024-08-19,31,0.0,0,0
DQ2pmlIH_gk,S1E180: Do ILPs have a place in your portfolio? BT Money Hacks (Ep 180),2024-08-27,29,0.0,0,0
CITB_D3BSAs,NDR2024: Key changes in public housing policy,2024-08-18,85,2.0,0,0
wy0zwRRvRFU,Highlights from PM Lawrence Wong’s first National Day Rally,2024-08-18,10346,49.0,0,6
OkvRGlNNeo8,"Market Focus Daily: Friday, August 16th, 2024 (Ep 124)",2024-08-16,72,0.0,0,0
U8r35Ir1ox4,Indonesia’s new capital Nusantara hit by construction delays and funding woes,2024-08-16,3989,55.0,0,28
21XqoiE9FHo,Temasek bought US$3.3 billion of tech stocks before July dip,2024-08-16,166,6.0,0,0
Urqk8-ixz0I,"Lens on Daily: Friday, August 16, 2024 (Ep 89)",2024-08-16,64,0.0,0,0
6TMV2udlHIg,"UOB shifts backend functions to Malaysia to cut costs, eyes booming Asean market",2024-08-15,172,4.0,0,0
PwXdXM2IesU,"Market Focus Daily: Thursday, August 15th, 2024 (Ep 123)",2024-08-15,41,1.0,0,0
t2aQSdVU8v0,"Lens on Daily: Thursday, August 15, 2024 (Ep 88)",2024-08-15,37,0.0,0,0
pPyp4_Mgv7g,Former Thai PM Srettha accepts court decision on his removal,2024-08-14,511,3.0,0,0
qyqrTwr5b6w,PM Fumio Kishida resignation's impact on Japan's politics,2024-08-14,255,3.0,0,0
8bu97PRQyjw,Can Japan find a way forward after PM Fumio Kishida steps down in Sept?,2024-08-14,1400,20.0,0,4
Hx7Jv_tsfnc,"Market Focus Daily: Wednesday, August 14th, 2024 (Ep 122)",2024-08-14,48,0.0,0,0
4oYulCXBlNg,"Sea returns to profit, surpasses analyst estimates",2024-08-14,34,1.0,0,0
CgnRlJ2sIGs,Singapore sees surge in retail and hospitality listings for sale,2024-08-14,180,0.0,0,1
nJCmxjOS87Q,Sembcorp shuts down power plant in Myanmar due to rising unrest #shorts,2024-08-14,69,2.0,0,0
ToXiMM8apJ0,"Lens on Daily: Wednesday, August 14, 2024 (Ep 87)",2024-08-14,20,0.0,0,0
4zbx-7wjdnw,Why is China losing foreign investors? #shorts,2024-08-13,150,6.0,0,0
hKcXObQ6Z_8,Chinese airlines gain market share on international flights as foreign airlines exit China,2024-08-13,91,0.0,0,0
oXylxmJZ2Pc,"Market Focus Daily: Tuesday, August 13th, 2024 (Ep 121)",2024-08-13,59,0.0,0,0
srGfBdJTqTE,Chinese airlines gain international market share as foreign airlines exit China,2024-08-13,238,3.0,0,0
nBNwy6MoVCE,"Lens on Daily: Tuesday, August 13, 2024 (Ep 86)",2024-08-13,25,1.0,0,0
nqapjsuXVW0,"Market Focus Daily: Monday, August 12th, 2024 (Ep 120)",2024-08-12,74,0.0,0,0
BBTySA-jskU,Old Chang Kee on Forbes Asia Best Under A Billion list #shorts,2024-08-12,95,2.0,0,0
XxAlN2fqIZU,"Lens on Daily: Monday, August 12, 2024 (Ep 85)",2024-08-12,21,0.0,0,0
Bi2OW_7pjeg,S1E179: Ways to get out of debt: BT Money Hacks (Ep 179),2024-08-15,8,0.0,0,0
2YsmFJG-ZSQ,S1E46: Singtel calling: BT Mark to Market (Ep 46),2024-08-15,62,2.0,0,0
NcOTKhpBafA,S1E46: Singtel calling: BT Mark to Market (Ep 46),2024-08-27,6,0.0,0,0
RBW_FMXtThA,Singtel calling: BT Mark to Market (Ep 46),2024-09-06,10,0.0,0,0
HH1lmpdt5sw,Singapore’s Millennials set to be the wealthiest generation ever,2024-08-09,824,10.0,0,4
1e0VzhfrovE,What was Piyush Gupta’s plan to hand over the reins at DBS?,2024-08-08,297,8.0,0,0
A2gtNRq3oIM,Can Tan Su Shan propel DBS to greater heights?,2024-08-08,1445,18.0,0,2
d-LS14DQHyo,"Market Focus Daily: Thursday, August 8th, 2024 (Ep 119)",2024-08-08,338,4.0,0,0
fbrukqDJRMc,BT Podcasts: Xero invests in your growth,2024-08-08,84,1.0,0,0
ddR3HqUxOd4,"Who is Tan Su Shan, DBS’ incoming CEO",2024-08-08,6330,45.0,0,10
oGp9ufXX72A,BT Podcasts: Xero invests in your growth,2024-08-08,42,3.0,0,0
HoRucVLhgDc,"Lens on Daily: Thursday, August 8, 2024 (Ep 84)",2024-08-08,34,0.0,0,0
YG9Z_UEUs8M,S1E1: Xero invests in your growth: BT Podcasts,2024-08-15,16,0.0,0,0
T4xP3paSU6M,"Market Focus Daily: Wednesday, August 7, 2024 (Ep 118)",2024-08-07,48,1.0,0,0
uT-tkx6G1Qw,120 HDB resale units sold for more than S$1 million in July,2024-08-07,91,3.0,0,1
4npOG1DTMzY,"Lens on Daily: Wednesday, August 7, 2024 (Ep 83)",2024-08-07,26,0.0,0,0
7PzqeMYfs7Y,"Market Focus Daily: Tuesday, August 6, 2024 (Ep 117)",2024-08-06,48,1.0,0,0
XWyfEALsFcg,BT Money Hacks: Combatting costs in the world’s costliest city (Ep 178),2024-08-06,79,4.0,0,0
TJv57VpznQI,"Malaysian ringgit gains 3.7% against SGD, trades at 3.35",2024-08-06,214,6.0,0,0
faDPcgDFIp0,"Global stock market meltdown, US$6.4 trillion wiped out",2024-08-06,167,4.0,0,0
9uoJlC0oOUY,US$6.4 trillion wiped out in global stock market meltdown,2024-08-06,4281,51.0,0,10
2Z3BUAqfNVY,"Lens on Daily: Tuesday, August 6, 2024 (Ep 82)",2024-08-06,34,1.0,0,0
FMAu1pNP3r8,Recession worries sends Asian stock indices plunging #shorts,2024-08-05,105,4.0,0,0
5K_g06AZGNk,"Market Focus Daily: Monday, August 5th, 2024 (Ep 116)",2024-08-05,70,2.0,0,0
pLWQEqVDXxE,Global stock markets on edge as possible US recession looms,2024-08-05,109,4.0,0,0
lMSythwwbXA,Asian stocks tumble as US recession fears mount,2024-08-05,1837,22.0,0,5
hOajdI1OWn0,"Lens on Daily: Monday, August 5, 2024 (Ep 81)",2024-08-05,39,0.0,0,0
vTVMOYJL_5I,S1E178: Combatting costs in the world’s costliest city: BT Money Hacks (Ep 178),2024-08-15,17,0.0,0,0
YQ9mulKT558,Why is it so expensive to ride hail in Singapore?,2024-08-03,468,2.0,0,4
9SGIUs1Wsa8,Singapore inks deal with US to tap on nuclear energy possibilities,2024-08-03,97,3.0,0,0
orHBRv0ujDA,Lens on Singapore: Gearing up for Disease X (Ep 11),2024-08-02,103,5.0,0,0
TvBvzimTOGI,"Market Focus Daily: Friday, August 2, 2024 (Ep 115)",2024-08-02,43,0.0,0,0
FNhjNfS2zYQ,Seatrium rebounds to profitability with S$36m H1 net profit,2024-08-02,126,4.0,0,0
U-mP452m3Ns,Is Allianz’s offer for Income the right move to grow the local insurer?,2024-08-02,1181,5.0,0,8
fmNMsocnKWc,Can strata malls in Singapore survive?,2024-08-02,123,1.0,0,0
LRSASXre3O4,"Can strata malls like Sim Lim Square, People's Park Complex survive?",2024-08-02,486,7.0,0,1
J_8dHNS5zCU,"Lens on Daily: Friday, August 2, 2024 (Ep 80)",2024-08-02,30,0.0,0,0
NdOV39RcjbA,"Market Focus Daily: Thursday, August 1, 2024 (Ep 114)",2024-08-01,26,0.0,0,0
rL6CpU6GPAg,SIA’s Q1 net profit drops 38.5% despite revenue growth #shorts,2024-08-01,162,3.0,0,0
wKcf2-5jb04,"Bank of Japan surprises markets with rate hike, Yen hits 4-month high",2024-08-01,228,2.0,0,0
89YoUglhZRo,Yen strengthens after Bank of Japan hikes rate,2024-08-01,400,2.0,0,0
POkVyODS7m4,Surge in older HDB resale flat sales hit record high in H1 2024 #shorts,2024-08-01,88,0.0,0,0
G1dOaxGSV3Y,"Lens on Daily: Thursday, Aug 1, 2024 (Ep 79)",2024-08-01,18,0.0,0,0
gBBKVPUDXr4,PropertyBT: An 'oversupply' of property agents and 'excessively high' commissions (Ep 33),2024-07-31,474,1.0,0,0
NNujSlAhcHE,BT Money Hacks: Gen-Z money trends unearthed and reviewed (Ep 177),2024-07-31,27,0.0,0,0
ndsfZeXfIBc,"Market Focus Daily: Wednesday, July 31, 2024 (Ep 113)",2024-07-31,37,0.0,0,0
GMcdsd5jXW0,McDonald's global sales drop: What went wrong?,2024-07-31,190,2.0,0,1
GGj2Lw9XsDU,Can McDonald’s recover from its global sales slump?,2024-07-31,440,8.0,0,2
NP9u-CYHoHg,Which occupations got paid the best in 2023 in Singapore?,2024-07-31,82,0.0,0,0
4nWraBHlDjg,"Lens on Daily: Wednesday, July 31, 2024 (Ep 78)",2024-07-31,32,0.0,0,0
AvTEo6vXsYo,Gearing up for Disease X: Lens on Singapore (Ep 11),2024-07-30,65,0.0,0,0
EenFrw_-JMM,"Market Focus Daily: Tuesday, July 30, 2024 (Ep 112)",2024-07-30,38,1.0,0,0
IEIt3yBqGv4,Family feud forces property giant Lian Keng Enterprise to wind up #shorts,2024-07-30,140,1.0,0,0
J27PMJRVEEY,Innovative Singapore restaurant embraces insects on their menu,2024-07-30,82,0.0,0,0
EAZj5yP394A,Looking for a cricket salad? Singapore restaurants ramp up insect-based dishes,2024-07-30,653,6.0,0,5
UrwRjPysqhA,"Lens on Daily: Tuesday, July 30, 2024 (Ep 77)",2024-07-30,38,0.0,0,0
UfQzVqxrm8k,US-Australia joint military expansion in South China Sea to strengthen deterrence against China,2024-07-29,196,9.0,0,0
U7qfdkzfzXk,Why is the US upgrading air bases in Northern Australia?,2024-07-29,1101,11.0,0,2
fL3zXUtGi70,"Market Focus Daily: Monday, July 29, 2024 (Ep 111)",2024-07-29,22,0.0,0,0
dsYM8QBx0ec,MOH targets doctors who make ‘inappropriate’ insurance claims,2024-07-29,154,3.0,0,0
L5yYMYWWF1I,"Lens on Daily: Monday, July 29, 2024 (Ep 76)",2024-07-29,23,0.0,0,0
KPMSLnLQshg,S1E177: Gen-Z money trends unearthed and reviewed: BT Money Hacks (Ep 177),2024-08-27,5,0.0,0,0
lKt5pNLfDOA,"NBA strikes US$77b deal with Disney, Amazon and Comcast, drops Warner Bros Discovery",2024-07-27,102,5.0,0,0
3FIbXiQshaI,Grab’s acquisition of Trans-cab falls through,2024-07-26,158,2.0,0,0
HUbPmbwxsf4,"How does AI pick, select and trade stocks?",2024-07-26,407,5.0,0,1
xT7Rk0Ur4c0,Why are China F&Bs brands piling into Singapore?,2024-07-26,7229,57.0,0,58
AzzIJKlmOKI,NTUC Enterprise’s majority stake pledge in Income questioned,2024-07-26,1155,9.0,0,2
qeZyrQW9QXY,"Lens on Daily: Friday, July 26, 2024 (Ep 75)",2024-07-26,38,1.0,0,18
AB58wewQIuI,"MoneyHero Group, which runs Seedly and SingSaver, cuts 80 jobs",2024-07-25,146,2.0,0,0
Wy8z2Ym9NBA,"Market Focus Daily: Thursday, July 25, 2024 (Ep 110)",2024-07-25,42,2.0,0,0
qI0-HzuP1w0,WealthBT: Private market assets: Growth opportunities in a new era (Ep 40),2024-07-25,38,2.0,0,0
J_TKNZjlY5A,"Lens on Daily: Thursday, July 25, 2024 (Ep 74)",2024-07-25,15,0.0,0,0
tkr1n2ZFRKk,An 'oversupply' of property agents and 'excessively high' commissions: PropertyBT (Ep 33),2024-08-27,18,0.0,0,0
fnd1GbYli9g,"Market Focus Daily: Wednesday, July 24, 2024 (Ep 109)",2024-07-24,29,0.0,0,0
P8JxZd62Zqo,Ether ETFs make strong debut ; trade over US$1b on day 1,2024-07-24,88,0.0,0,0
yIvF6CmwA8U,"South-east Asia will need 234,000 new aviation staff by 2043",2024-07-24,47,1.0,0,0
3dyaD3NvYYY,WealthBT: Private market assets: Growth opportunities in a new era (Ep 40),2024-07-24,70,1.0,0,0
YHTcNb7Cosk,"Lens on Daily: Wednesday, July 24, 2024 (Ep 73)",2024-07-24,11,0.0,0,0
rfQmXYJa2XI,S1E40: Private market assets: Growth opportunities in a new era: WealthBT (Ep 40),2024-08-27,3,0.0,0,0
6IGt-bm86ZE,"Market Focus Daily: Tuesday, July 23, 2024 (Ep 108)",2024-07-23,43,1.0,0,0
LbJq5Rdk374,Will Singapore lose out on the AI chip boom?,2024-07-23,693,19.0,0,4
t1U6fJzkGPQ,Record S$1.73 million for 5-room HDB flat,2024-07-23,364,1.0,0,0
EepZisquBSg,Singapore faces housing crunch as it hits “super aged” society #shorts,2024-07-23,125,3.0,0,0
81B-rJ-XGo0,"Kamala Harris: Taking on predators, fighting fraud and facing Donald Trump",2024-07-23,3042,73.0,0,19
NFTcsgHilsE,BT Money Hacks: ETFs or Unit Trusts for your SRS? (Ep 176),2024-07-23,38,3.0,0,0
vqfn0t3-4v0,Kamala Harris: ‘I know Donald Trump’s type’,2024-07-23,4388,57.0,0,44
w4zGWbs-nUA,"Lens on Daily: Tuesday, July 23, 2024 (Ep 72)",2024-07-23,22,1.0,0,0
pJ74aFE1xcQ,Grab acquires Chope to boost regional dining-out services,2024-07-22,128,0.0,0,0
bba7_8ozslU,"Market Focus Daily: Monday, July 22, 2024 (Ep 107)",2024-07-22,30,1.0,0,0
m7fi3Gdg6PM,BREAKING: Can Kamala Harris match up to Donald Trump?,2024-07-22,114741,2567.0,0,1311
es2hSuWof6Y,"BREAKING: President Joe Biden ends reelection bid, endorses Kamala Harris",2024-07-22,389,11.0,0,0
ouarTrD3O5Y,Can Kamala Harris match up to Donald Trump?,2024-07-22,1707,27.0,0,24
edwhxbXw9mM,"Biden drops out of Presidential race, endorses Kamala Harris",2024-07-22,1309,14.0,0,8
jNQyTlLUOwY,"Lens on Daily: Monday, July 22, 2024 (Ep 71)",2024-07-22,24,1.0,0,0
26x2-q3DyMM,S1E176: ETFs or Unit Trusts for your SRS? BT Money Hacks (Ep 176),2024-08-27,11,0.0,0,0
7FXJ13ecfRc,Is sentiment improving in Singapore’s GCB market?,2024-07-21,205,7.0,0,0
4RwcyyeetdE,"S$164m of 1MDB assets held in Singapore, S$101m tied to Jho Low",2024-07-20,148,4.0,0,0
UmmZ6C5DO68,"TSMC’s shares plunge on Trump’s Taiwan comments, but profits soar",2024-07-19,806,11.0,0,1
ZuyhBTcyMBU,Tech stocks plummet as Trump's comments reignite US-China tensions,2024-07-19,175,9.0,0,0
dmARjQbm9aI,Why is Shell selling its oil assets in Singapore?,2024-07-19,906,7.0,0,2
D4vmOpdLF8w,"Market Focus Daily: Friday, July 19, 2024 (Ep 106)",2024-07-19,25,1.0,0,0
UgJqSclbsQA,Iswaran’s lawyers fail to obtain written witness statements in corruption trial,2024-07-19,543,8.0,0,1
fSWVbe-kUSo,BT Money Hacks is now weekly!,2024-07-19,60,2.0,0,0
dEaiKxSD8qM,"Lens On Daily: Friday, July 19, 2024 (Ep 70)",2024-07-19,33,2.0,0,0
9wCH-z6soC8,BT Podcasts: Changes to Companies Act needed,2024-07-18,58,2.0,0,0
X8iUn_D4LgA,"Market Focus Daily: Thursday, July 18, 2024 (Ep 105)",2024-07-18,29,1.0,0,0
INgQHoCER5E,Is Allianz set to take a majority stake in Income Insurance?,2024-07-18,380,4.0,0,1
96yZ9cLsn-s,"Lens On Daily: Thursday, July 18, 2024 (Ep 69)",2024-07-18,30,1.0,0,0
zFZbYtvSCxc,Exiled Chinese tycoon Guo Wengui convicted of stealing millions,2024-07-17,364,9.0,0,1
PCclW9le_9c,Exiled Chinese tycoon Guo Wengui guilty of US$1 billion investor fraud,2024-07-17,1615,19.0,0,4
nkJCcz4P16Q,"Market Focus Daily: Wednesday, July 17, 2024 (Ep 104)",2024-07-17,38,1.0,0,0
_Zw_6xSw1ss,Cold storage Reit Lineage seeks US$19.2b valuation in US IPO #shorts,2024-07-17,147,3.0,0,0
7teg1Cl_vjM,"Lens On Daily: Wednesday, July 17, 2024 (Ep 68)",2024-07-17,30,2.0,0,0
8i1iTAnjIeY,BT Podcasts: Changes to Companies Act needed,2024-07-16,143,6.0,0,0
6W5OL7TQ2sg,"Market Focus Daily: Tuesday, July 16, 2024 (Ep 103)",2024-07-16,34,2.0,0,0
bXO5ehmMP_c,"Crypto, gun stocks and Wall Street surge on Trump’s election odds",2024-07-16,188,3.0,0,0
5D1GY1gaSJA,"Crypto, Trump Media, gun stocks and Wall Street surges",2024-07-16,440,20.0,0,0
htkOQrWtAAU,"Temasek's bullishness in China, explained",2024-07-16,1209,14.0,0,10
0fE1sSD8RKo,"Lens On Daily: Tuesday, July 16, 2024 (Ep 67)",2024-07-16,26,0.0,0,0
cJt0NivxpLg,"Market Focus Daily: Monday, July 15, 2024 (Ep 102)",2024-07-15,33,1.0,0,0
VoEGm7J4QK4,How the Malaysia-Singapore causeway empowers and fuels two economies,2024-07-15,574,6.0,0,3
VdK2oVo43Z8,Quaker Oats recall factory contaminated by Salmonella for 4 years,2024-07-15,183,3.0,0,0
I03xuD9kUG0,BT Money Hacks: Don’t count China out yet (Ep 175),2024-07-15,81,1.0,0,0
4vuHaHzJ5_k,How the assassination on Trump unfolded,2024-07-15,7715,77.0,0,7
EIQZ7LWeA38,"Lens on Daily: Monday, July 15, 2024 (Ep 66)",2024-07-15,31,1.0,0,0
q4Lftwq98DY,"Chaos at Donald Trump rally, assassination attempt caught on video",2024-07-14,1868783,53279.0,0,669
hb4okOr7vI0,"Trump shot in right ear at rally, source says shooter is dead",2024-07-14,50676,304.0,0,49
_7Xe5R12eQs,Jervois Hill GCB sold at S$58 million for a S$16.8 million profit #shorts,2024-07-12,362,7.0,0,0
7r964MCdMtA,What is the impact of Malaysia joining BRICS?,2024-07-12,1196,29.0,0,6
5Z_rfkETT-Q,"Market Focus Daily: Friday, July 12, 2024 (Ep 101)",2024-08-27,1,0.0,0,0
67jt6souoqQ,US President Joe Biden mistakenly calls Zelenskiy ‘President Putin’,2024-07-12,700,10.0,0,2
dpOTDXiQ2xg,US President Joe Biden calls vice president Kamala Harris ‘Trump’ by mistake,2024-07-12,2346,20.0,0,1
H8xfpvc89cw,"Lens on Daily: Friday, July 12, 2024 (Ep 65)",2024-07-12,26,2.0,0,0
44YwTJWZG4k,"Singapore inequality widens, millionaires boom",2024-07-11,122,2.0,0,0
6RG2jCDJuMg,"Market Focus Daily: Thursday, July 11, 2024 (Ep 100)",2024-07-11,42,2.0,0,0
CvlGBs0Kgjc,Singapore companies struggle after US IPO,2024-07-11,507,3.0,0,0
pgKiHw0gcvk,"BT Mark to Market: Keep calm and carry on, in Singapore (Ep 45)",2024-07-11,108,2.0,0,0
5DwT95-RcwU,"Lens on Daily: Thursday, July 11, 2024 (Ep 64)",2024-07-11,37,1.0,0,0
vrbRD9jNcc0,Temasek returns to the black with annual shareholder return of 1.6% #shorts,2024-07-10,60,2.0,0,0
s5NZCCg51r8,"Market Focus Daily: Wednesday, July 10, 2024 (Ep 99)",2024-07-10,25,0.0,0,0
6_FZiOMTRME,Boeing pleads guilty to fraud over 737 MAX crashes in 2018,2024-07-10,149,3.0,0,0
VdIRdzUkpd4,"Lens on Daily: Wednesday, July 10, 2024 (Ep 63)",2024-07-10,28,1.0,0,0
