Video_Id,Title,Published_date,Views,Likes,Favorite,Comments
MrX9BywERdI,Perry Ng and Kyoga Nakamura join Lions for ‘familiarisation stint’,2024-09-02,6003,49.0,0,11.0
ZZxAALimOuI,Germany's far right set to win eastern region vote,2024-09-02,2477,34.0,0,10.0
_Vh0RoTkFSk,Massive protests hit Israel after six hostages killed in Gaza,2024-09-02,2719,29.0,0,17.0
8YKFUwAR7cc,5 things you may not know about Pope Francis,2024-09-02,11341,62.0,0,8.0
qYIgfnuFGgU,Tel Aviv protesters set off flares after hostage deaths,2024-09-02,3449,47.0,0,36.0
UHfszq8sXi4,Malaysia: KL sinkhole victim’s family performs final rites before returning to India,2024-09-02,47145,165.0,0,34.0
y3HmlhVxJhw,Inside the new Police Security Command base,2024-09-01,19472,313.0,0,38.0
dGDqBcWJI08,Your favourite bar's favourite bar: The Elephant Room names its favourite hangouts,2024-09-01,805,10.0,0,2.0
WoRfCnfr1uM,Inside one of Singapore’s last kelongs,2024-09-01,28873,347.0,0,47.0
TSDsiwKfusQ,A football fan's incredible journey | Wong Kim Hoh Meets,2024-08-31,2208,30.0,0,6.0
kssQoiJ-DJU,5 activities for the September school holidays,2024-08-31,1231,26.0,0,2.0
UdQCiJXQXjs,Fire breaks out at Golden Mile Tower rooftop carpark,2024-08-31,47497,194.0,0,82.0
rIeESU7DpUs,Singapore architect designs monastery school in the Himalayas,2024-08-31,6852,252.0,0,7.0
MV_21HneDFo,Play Of The Month: Bouldering,2024-08-30,1272,26.0,0,1.0
8FnOfhC8B2Y,Japan: Plane aborts landing during Typhoon Shanshan at Fukuoka Airport,2024-08-30,8318,106.0,0,8.0
rxK-YKdsaug,Harris widens lead over Trump in new poll,2024-08-30,21544,328.0,0,116.0
CBetcP68xw4,"Typhoon Shanshan shuts down Japan's Fukuoka, tourists stranded",2024-08-30,3788,25.0,0,3.0
wK_bBQ_sdV4,KL sinkhole: Divers early morning dive hits another dead end,2024-08-30,24018,122.0,0,15.0
UvXdwy1Bc-k,David Yong’s application to travel to Japan rejected by the State Court,2024-08-30,12490,83.0,0,17.0
4RgQm2NkOBU,People wade through flooded streets in western India,2024-08-30,11107,45.0,0,2.0
bkUILPLVkjw,Indonesian app-based drivers strike in protest over low pay,2024-08-30,7959,37.0,0,35.0
Jz2xNBhi5xQ,ERP admin charge for missed payments to be waived if settled within 5-day grace period,2024-08-30,1971,11.0,0,35.0
flNxliP_x_0,Car ends up in pool at Seletar Country Club,2024-08-29,22387,74.0,0,20.0
0JH9cGmuLrU,Tragedy averted: Train stops after man is found asleep on railway tracks in India,2024-08-29,5843,78.0,0,2.0
SeFUFsDG130,French authorities charge Telegram's Pavel Durov,2024-08-29,2022,42.0,0,9.0
6wXNDB_CfP4,Harris-Walz Georgia bus tour kicks off with high school visit,2024-08-29,1335,28.0,0,4.0
xE57PvRapLk,Emergency warning issued as Typhoon Shanshan nears Japan,2024-08-29,7600,57.0,0,4.0
bLdx1Ktz7A4,Travis Kelce has bought a stake in a racehorse named Swift Delivery,2024-08-28,757,3.0,0,0.0
bCkCi8VSOAM,Oasis confirm reunion tour,2024-08-28,463,5.0,0,0.0
iOjytVN7tQk,How do I ask for a promotion or a raise? | We Try First,2024-08-28,2669,38.0,0,11.0
HHKyURWfR_g,Malaysia: Sinkholes raise safety concerns in Kuala Lumpur,2024-08-28,62102,275.0,0,129.0
UL4ucZqHYww,Man dies in fire outside Potong Pasir flat,2024-08-28,15119,142.0,0,15.0
tZjUD98UQGg,New sinkhole in Kuala Lumpur opens up 50m away from where tourist fell,2024-08-28,43040,112.0,0,43.0
2kCqPRVGLto,Mariah Carey reveals her mum and sister have died on the same day,2024-08-28,2137,20.0,0,2.0
YKnTMDhF1BU,Ex-Malaysian PM pleads not guilty to sedition charge,2024-08-27,2946,10.0,0,15.0
wNfY0_kdl8o,PM Wong runs 1.8km with recruits during BMTC visit,2024-08-27,40805,278.0,0,122.0
OSwn4T-0fJ8,How well do you know Paris? With Team Singapore Paralympians,2024-08-27,1535,18.0,0,1.0
a_W5FyziDUA,Massive Russian missile and drone attack on Ukraine's power grid,2024-08-27,7749,117.0,0,16.0
Xn5QoHggI9s,Pakistan bus accidents kill at least 34,2024-08-26,5782,29.0,0,0.0
XYLBHNvLSr8,Harris raises US$540 million since launching her presidential campaign,2024-08-26,1164,16.0,0,3.0
kNohrDfBqcM,Multiple injured in a stabbing and car crash in Sydney,2024-08-26,1595,7.0,0,0.0
0BNiqR2LvSQ,Telegram messaging app CEO Durov arrested,2024-08-26,4029,26.0,0,4.0
6TpP-Adck2Q,The right to disconnect: Australians can ignore work emails after office hours,2024-08-26,3245,39.0,0,4.0
DJt1QBqHErQ,Ex-Malaysia PM Muhyiddin to be charged under Sedition Act,2024-08-26,7921,44.0,0,12.0
b1ap2NP3T0s,WP chief Pritam Singh seeks High Court trial over alleged lies to Parliament,2024-08-26,11134,108.0,0,31.0
L3Q0zvBqcTE,New underground reservoir below Bidadari Park is a Singapore first,2024-08-26,5886,52.0,0,22.0
rTjpmDTvXtw,Kuala Lumpur sinkhole caused by geographical factors: Fadillah,2024-08-26,38692,132.0,0,50.0
XtejpZsaA_I,German police arrest Syrian man over Solingen festival stabbing,2024-08-26,2558,45.0,0,13.0
XII7fvA80j8,"Israel, Hezbollah exchange missiles as region watches for escalation",2024-08-26,11978,174.0,0,25.0
xADP40oau00,Pritam Singh arrives at Supreme Court to file application regarding his criminal case,2024-08-26,12832,45.0,0,52.0
8rHqwylsYqU,A.I. is like a tsunami: Jefferson Chen of Advance Intelligence Group | Lunch With Sumiko,2024-08-25,2263,34.0,0,2.0
FZFqEzCfD9c,Exercise Heartbeat: Counter-terrorism drill at One Punggol,2024-08-24,9312,124.0,0,32.0
87rKokXQPB8,Five highlights from Singapore Night Festival 2024,2024-08-23,3406,30.0,0,0.0
lf5FoIIpWIg,ICYMI: Highlights from Kamala Harris’ big DNC speech,2024-08-23,1604,13.0,0,4.0
SgFdXaCWQec,Sea lions take over California beach,2024-08-23,3454,33.0,0,5.0
UlAFQra2Vlo,Balance between retaining fundamental principles and forecasting future: PM Wong,2024-08-23,1504,10.0,0,8.0
AhPrR9eaSz0,Govt continuing to review measures to help S’poreans with rising living costs: PM Wong,2024-08-23,2350,17.0,0,15.0
T9drZKu9Ccg,Iceland volcano erupts for sixth time since December,2024-08-23,1496,15.0,0,0.0
h1uxQ3ykGFE,What Government can do is build a Singapore made for families: PM Wong,2024-08-23,1175,7.0,0,4.0
xfw2WjwVagg,‘Never assume good things in life just fall on our laps: PM Wong on assumptions,2024-08-23,1543,32.0,0,15.0
tPpUBhCsH3w,How to pronounce ‘Kamala’: Harris’ grandnieces school DNC crowd,2024-08-23,2331,22.0,0,7.0
djLwj60jFug,[FULL] 100 days as PM: Lawrence Wong on key initiatives and the way forward,2024-08-23,14545,205.0,0,42.0
Wo00nd_z26I,Harris calls for end to Gaza conflict in DNC keynote speech,2024-08-23,1465,8.0,0,6.0
26oUYmu1Als,‘We are not going back’: Harris on a second Trump presidency,2024-08-23,2054,21.0,0,7.0
eSkoErl17rw,Kamala Harris accepts Democratic presidential nomination,2024-08-23,2134,10.0,0,5.0
tqLI-KPdooA,[LIVE] Kamala Harris' keynote speech at Democratic National Convention,2024-08-23,13958,159.0,0,24.0
8SwEiSoNe4Y,"Tim Walz accepts Democratic VP nomination, champions reproductive freedom",2024-08-22,967,9.0,0,1.0
sijiL0QvVK4,"Oprah Winfrey, in her DNC debut, fires up crowd",2024-08-22,1548,34.0,0,7.0
BKEyQzRRjys,'A high-school bully' & cast feuds: Explaining the Blake Lively backlash,2024-08-22,3088,20.0,0,0.0
2DPDKSrSNH0,How Ukraine's surprise attack in Kursk unfolded,2024-08-22,37833,348.0,0,35.0
ezM2PC8odfQ,"India's top court sets up task force after doctor's rape, murder",2024-08-21,951,9.0,0,3.0
YihkWFFBO8A,'We must end this horrific war in Gaza': Sanders tells DNC,2024-08-21,862,19.0,0,4.0
Xd-EFgIcaPQ,How badly will mpox affect Singapore?,2024-08-21,12977,113.0,0,23.0
TtT7LZBfOcI,"Gaza ceasefire deal: Blinken pushes for 'best, possibly last' opportunity",2024-08-21,1543,11.0,0,7.0
f0a6VOXcfWA,"Valid passport, different name: Shanmugam on how Bangladeshi preacher entered Singapore",2024-08-21,39134,449.0,0,321.0
L_xYcK8_Zms,‘The sequel is usually worse’: Obama shades Trump at DNC,2024-08-21,7453,96.0,0,94.0
_0ZYLHQfUkc,When PM Lawrence Wong speaks your mother tongue better than you,2024-08-20,17808,264.0,0,15.0
tPSEq88ec8Y,Will it cool Singapore’s HDB resale market?,2024-08-20,2386,29.0,0,2.0
dI9wdl19Y-E,How much money can I save while spending? | We Try First,2024-08-20,10776,131.0,0,10.0
huMhIe1HqnY,Biden wipes away tears on DNC stage,2024-08-20,5872,107.0,0,33.0
obZlTjF1RsQ,Cooling Singapore’s resale market: How will a lower HDB loan limit affect buyers?,2024-08-20,6288,49.0,0,27.0
_KN_ne2n_wg,"Mpox: How does it spread, and how can it be treated?",2024-08-20,40973,380.0,0,176.0
ZOracFH6ZF8,"Reduced LTV limit, increased EHG: Desmond Lee discusses new property cooling measures",2024-08-20,14973,89.0,0,92.0
y8aOh-kx2yc,"With Harris on a high, Democrats meet with new hope, but some old worries #dnc2024",2024-08-19,3040,31.0,0,17.0
jR5hc_U3zQg,PM Wong ends NDR speech on an emotional note,2024-08-19,9593,230.0,0,6.0
T72TrjAeWJQ,Two schools and their smartphone rules,2024-08-19,28244,407.0,0,69.0
yUMYuY3o9c0,"What sparks Aniket Doegar, co-founder of Haqdarshak?",2024-08-19,341,8.0,0,1.0
ybRlTJuEU-A,More inclusive Gifted Education Programme to move away from ‘teaching to the average’,2024-08-19,5744,54.0,0,32.0
1Uw5aeAuAlE,"Gifted Education Programme: Social, emotional development also important",2024-08-19,888,5.0,0,9.0
fLGgDCheuSk,Funny moments from National Day Rally 2024,2024-08-19,24942,531.0,0,11.0
Nnuc6tgVCJA,Thailand's Paetongtarn vows to serve everyone ‘equally’ in swearing-in as new PM,2024-08-19,14469,60.0,0,11.0
xcJY9rBfb-A,Emotional PM Wong urges Singaporeans to 'help each other along' | National Day Rally 2024,2024-08-19,38587,209.0,0,191.0
zovItXHRH8s,What’s in store for Kallang Alive precinct? | NDR 2024,2024-08-19,2927,21.0,0,5.0
NwkJvF7HMwg,Singles to get priority access to BTO flats to live near parents | National Day Rally 2024,2024-08-18,9793,50.0,0,26.0
8GHScjhyP3A,10 more weeks of parental leave – what to know | NDR 2024,2024-08-18,2200,5.0,0,2.0
op24T6hqjtw,Applause for Team Singapore Olympians and Paralympians at National Day Rally 2024,2024-08-18,4539,27.0,0,3.0
S0I9m15FPsA,5 things from National Day Rally 2024,2024-08-18,8564,78.0,0,6.0
M0tgwUoChXQ,Gifted Education Programme to be updated in primary schools | National Day Rally 2024,2024-08-18,3447,18.0,0,3.0
hpdZ-L12HeU,[LIVE] National Day Rally 2024: PM Lawrence Wong’s English speech,2024-08-18,77253,837.0,0,79.0
8i6fx3sVIYY,"PM Wong pays tribute to SM Lee, ESM Goh in his first National Day Rally speech",2024-08-18,12879,76.0,0,29.0
Zpt_KEe8P1Y,Parents to get 30 weeks of shared paid parental leave by 2026 | National Day Rally 2024,2024-08-18,10455,56.0,0,18.0
dZEwQlMnYpA,"Up to $3,000 training allowance in SkillsFuture Level-Up programme | National Day Rally 2024",2024-08-18,13376,61.0,0,20.0
Xyt-nLZxLE0,All of us want a refreshed Singapore Dream: PM Wong | National Day Rally 2024,2024-08-18,1994,21.0,0,1.0
2O2mu7zKj2M,[LIVE] National Day Rally 2024: PM Lawrence Wong’s Malay and Mandarin speeches,2024-08-18,39623,272.0,0,34.0
kwvPVGE5qWE,"Singapore homes targeted by housebreaking syndicates, $3.85m stolen",2024-08-17,47109,310.0,0,213.0
SAqlzCBCdw4,"Overcrowding, disruptions: How NUS becoming a tourist hotspot is impacting students",2024-08-17,45922,335.0,0,265.0
PUdTrY_za0U,5 charged in death of actor Matthew Perry,2024-08-16,3799,28.0,0,1.0
hIiTfMIVc4I,Raygun speaks of 'devastating' hate following Olympics,2024-08-16,13866,24.0,0,29.0
ACIwSk8yAjw,Paetongtarn Shinawatra: From billionaire heiress to Thailand’s prime minister,2024-08-16,40770,272.0,0,64.0
rIXG7M8S8uc,Protests sweep India over rape and murder of Kolkata doctor,2024-08-16,3978,52.0,0,10.0
RssXrb3Z37E,Paetongtarn Shinawatra elected Thailand's youngest prime minister,2024-08-16,18239,140.0,0,21.0
1veQsLNo5uM,"Q&A with Max Maeder: On pressure, what's changed, what’s next... and his legs",2024-08-15,29221,312.0,0,24.0
SLlKF3YoZW0,Study finds evidence of underground liquid water on Mars,2024-08-15,1218,17.0,0,2.0
8VrX1CV0xRU,Security tight as Taylor Swift's tour resumes after terror threat,2024-08-15,1165,24.0,0,9.0
eYC-6sa6KlY,Completing the Circle Line | Building Singapore,2024-08-15,59010,927.0,0,56.0
Q5pFfKMDtkg,Woman hits head on metal post while hanging out from moving train,2024-08-15,17860,115.0,0,39.0
z2jv1UnGzok,Malaysia: Body of missing singer found in Klang,2024-08-15,15444,100.0,0,9.0
Jj4TAdlV6tE,What happens next following Thai PM Srettha Thavisin's exit?,2024-08-15,7731,32.0,0,14.0
YNZbQ0OINTQ,Mpox outbreak: How does declaring an emergency help?,2024-08-15,10391,39.0,0,13.0
-cRInQrRCjw,WHO declares mpox a global public health emergency,2024-08-15,7992,30.0,0,14.0
AzguEXaWAss,"Max Maeder and Edwin Tong speak on their relationship, why Max picked Singapore and more",2024-08-14,45702,472.0,0,56.0
avqr2J9LFW8,Explaining the mystery behind Banksy's animal art,2024-08-14,994,8.0,0,1.0
PNVHsIfKnSg,Walk through Ipoh’s Concubine Lane,2024-08-14,1510,33.0,0,0.0
UY-ALyLGzwI,"I can't wait to cook for him, bake for him: Singapore Olympic sailor Ryan Lo’s mother",2024-08-14,4848,38.0,0,8.0
NWtWU1AqJt8,"It’s beautiful to see, my heart melted: Max Maeder on support from Singaporeans",2024-08-14,8537,118.0,0,7.0
PKc8WzA7crQ,‘Overwhelming’: Max Maeder’s parents on Singaporeans’ support for him,2024-08-14,43106,296.0,0,29.0
AduJn9NrbvA,ICYMI: Max Maeder and Olympians celebrate with Singaporeans,2024-08-14,5381,49.0,0,4.0
5umzDVvM2T8,Japan PM Kishida to step down after successor is chosen in September,2024-08-14,4165,43.0,0,15.0
fiVc8c3qpYs,"Rambling Trump, Musk interview marred by tech issues",2024-08-14,1767,30.0,0,22.0
cB-zZHnc_3k,[LIVE] Open-top bus parade for Max Maeder and Team Singapore Olympians,2024-08-14,34335,315.0,0,11.0
zjCOtvBIXZA,"Well done, Olympians: Supporters gather in full force to support Team Singapore’s Olympic athletes",2024-08-14,5217,31.0,0,4.0
sVb1emi5taM,I’m happy we came together as a team: Max Maeder,2024-08-14,7539,84.0,0,11.0
6i4bGlyk0Gc,I hope Singaporeans come out to cheer our athletes on: Edwin Tong,2024-08-14,1479,13.0,0,7.0
Zg3238W3_Ec,Buses leave OCBC Square for Team Singapore open-top bus parade around Singapore,2024-08-14,2417,12.0,0,4.0
peI5W64F24c,Olympic flag lands in Los Angeles; 2028 Games fever begins,2024-08-13,1778,17.0,0,0.0
0XJ0Hk-k3Eo,How volcanoes and tsunamis can affect Singapore,2024-08-13,2157,37.0,0,7.0
M2kyh5duoEE,Can I get investors interested in my start-up idea? | We Try First,2024-08-13,1479,25.0,0,10.0
qBb9CHcid00,Five questions with a military memorabilia collector,2024-08-13,2332,60.0,0,8.0
Nge0gzx0Ylk,Ukraine's incursion into Russia – what are the risks?,2024-08-13,16567,187.0,0,49.0
TdN53I4EZhc,I want to eat food my popo cooks: Max Maeder returns #paris2024,2024-08-13,6277,160.0,0,5.0
eVeV88bATwc,Hero’s welcome for Olympic medallist Max Maeder’s return to Singapore,2024-08-13,12095,106.0,0,19.0
uYpKdqCnnOA,[FULL INTERVIEW] Olympic medallist Max Maeder ‘overwhelmed’ by positive reception,2024-08-13,55648,646.0,0,61.0
wxJg8rtH2pQ,Fans turn up for Olympic bronze medallist Max Maeder’s return to Singapore,2024-08-13,8250,40.0,0,3.0
Cz2pONkeqh4,Olympic bronze medallist Max Maeder returns to Singapore,2024-08-12,22215,166.0,0,46.0
BCnu2x4NcqM,Then & Now: Recreating your memories of Singapore #SG59,2024-08-12,2491,34.0,0,0.0
N_G7axqEUkU,Zelensky acknowledges Ukraine's military operation in Russia,2024-08-12,3791,44.0,0,23.0
yWrQKp42178,Smoke looms over Athens as firefighters battle wildfires,2024-08-12,1099,15.0,0,3.0
UOlgedb_cGU,Video captures Israeli airstrike on house in Gaza,2024-08-12,18711,224.0,0,85.0
cVmRmLQ3khg,Hong Kong court dismisses bid by Jimmy Lai to overturn conviction,2024-08-12,779,26.0,0,0.0
Dy8XKGvUOmI,Australia: One killed in helicopter crash at Hilton DoubleTree hotel in Cairns,2024-08-12,4071,14.0,0,4.0
Xfr1LMxbFsc,#Paris2024 ends as Tom Cruise accepts #Olympics mission for Los Angeles,2024-08-12,61854,161.0,0,17.0
HJXyO1Un-64,How Ron Tan found success with global exhibition giant Neon | Lunch with Sumiko,2024-08-11,2453,41.0,0,3.0
z6jLt3ilPHk,A GOLD for GARLIC SAUCE? We tried a Paris McDonald's | PARIS 2024,2024-08-10,1066,12.0,0,4.0
8dtES1gNM2Y,NDP 2024: Things that caught our eye around the parade,2024-08-10,13086,137.0,0,14.0
Paq6AnE6buU,Thank you for this amazing journey: Former national sailor Pamela Goh on Max Maeder winning bronze,2024-08-10,6839,28.0,0,2.0
wPNp_0e8XXM,Young Singaporeans react to Max Maeder winning an Olympic bronze medal,2024-08-10,12710,88.0,0,22.0
7DLDpzojCEU,National Day Parade 2024 in 1 minute | Timelapse | SG59,2024-08-09,10306,89.0,0,3.0
gFBoPN-a5Bw,Crowd cheers for Max Maeder as he takes Olympic bronze,2024-08-09,9812,40.0,0,7.0
G8cz-xytFhI,NDP 2024: Highlights from the parade,2024-08-09,4807,29.0,0,3.0
cp-AM--1bko,Max Maeder is Singapore's youngest Olympic medallist with bronze win #paris2024,2024-08-09,6089,119.0,0,2.0
gva5jp8p54U,Fireworks light up #NDP2024,2024-08-09,5284,158.0,0,1.0
ecDAUXaKPCA,RSAF’s F-16 fighter jets performs ‘Salute to the nation’ #ndp2024,2024-08-09,37763,660.0,0,15.0
AJ_v2ZyK3Mo,'Cool as a cucumber': Former national sailor Koh Seng Leong on Max Maeder's race composure,2024-08-09,3348,26.0,0,0.0
UGc3k_dX-Bk,NDP 2024: President Tharman arrives at the Padang,2024-08-09,20998,198.0,0,14.0
pFK-Hq49_1I,"NDP 2024: PM Wong, SM Lee and other VIPs arrive at the Padang",2024-08-09,15256,69.0,0,15.0
1AAilaXBBMs,A rainy start to NDP 2024,2024-08-09,157207,2039.0,0,64.0
CgycSjmaRNk,NDP 2024: Crowd favourite Red Lions get the party started,2024-08-09,4923,66.0,0,9.0
ufKTl7Vu69A,Olympics pistol shooter returns to South Korea as social media sensation #paris2024,2024-08-08,9172,84.0,0,7.0
Lmvast3czAY,"Go Max, go! Crowd cheer for kitefoiling champ after postponed contest #parisolympics2024",2024-08-08,3417,15.0,0,0.0
LwMAFNetMQk,#Paris2024: Max Maeder explains kitefoiling techniques,2024-08-08,6055,26.0,0,3.0
XS-nAedL94s,#Paris2024: Max Maeder explains the rules of kitefoiling,2024-08-08,24123,103.0,0,7.0
by9RELLDaac,Great Barrier Reef sees warmest water in 400 years: Scientists,2024-08-08,570,23.0,0,3.0
w6cNAcWOw-o,"Diananda Choirunisa, Indonesian archer | Q&A with South-east Asian Olympians",2024-08-08,400,11.0,0,1.0
M0XCxNvZ0Oo,Harris and Walz head to battleground states to rally Democratic base,2024-08-08,5863,66.0,0,15.0
Cj8M49uCkiU,"Carlos Yulo, first Filipino to win a pair of Olympic golds | Q&A with South-east Asian Olympians",2024-08-08,2813,26.0,0,8.0
9A1iw5nVyBc,Singapore: 59 things in 59 seconds,2024-08-08,4612,202.0,0,8.0
m_KFyv9t5Ws,Malaysia: 12-year-old boy pleads not guilty to underage driving in Sepang,2024-08-08,3259,20.0,0,9.0
Ajcfh7X4EB0,Taylor Swift concerts in Vienna cancelled after attack threat,2024-08-08,2109,11.0,0,5.0
Bbij10jwLPY,‘I am not EBRC’: Chan Chun Sing in response to PSP’s electoral boundaries motion,2024-08-07,9474,43.0,0,33.0
c2NNheL19fg,PSP calls on Government to review process of electoral boundaries,2024-08-07,3817,22.0,0,103.0
h84d6PMMkQ4,What's causing the anti-immigration riots in the UK?,2024-08-07,50546,329.0,0,328.0
Pt3i6DfCe8Q,"Pritam Singh, Chan Chun Sing spar on impartiality of the Electoral Boundaries Review Committee",2024-08-07,12286,65.0,0,59.0
bq3TC7gyCoI,Sounds of Singapore,2024-08-07,1821,66.0,0,6.0
HUWj6kdKUuc,CrowdStrike outage: Task force to ‘improve Singapore’s resilience’ to such disruptions,2024-08-07,942,11.0,0,8.0
YmW64nv9kMY,Marine Parade shuttle service costs $1 million to operate a year,2024-08-07,1691,14.0,0,27.0
e-TMlhRWjRY,Do these sound familiar to you? #singapore #sg59,2024-08-07,1024,34.0,0,1.0
n9Vgr77VP5s,Hezbollah vows revenge for Israeli strike as tensions mount,2024-08-07,4748,49.0,0,3.0
ddWci1UB658,Who is Harris' VP pick Tim Walz?,2024-08-07,3966,30.0,0,11.0
3XE8_x-kRVo,Israeli settlements make it ‘harder to arrive at 2-state solution’: Vivian Balakrishnan,2024-08-07,4341,61.0,0,101.0
1RdUKwyV4vQ,Iran President in talks with secretary of Russia's security council,2024-08-06,7994,104.0,0,5.0
2HpDCX65ZNs,PARIS 2024: Max Maeder's quick guide to kitefoiling at the Olympics,2024-08-06,12367,45.0,0,1.0
r98DUN_2fgo,Several killed after Storm Debby slams into Florida's Gulf Coast,2024-08-06,550,2.0,0,0.0
ITzVKYHgzF4,Kamala Harris picks Minnesota Governor Tim Walz as running mate,2024-08-06,4148,20.0,0,12.0
bkNcfTI0SS4,#NDP2024: Kids share their wishes for Singapore,2024-08-06,3199,37.0,0,6.0
x8iBtuZX5UI,Listen to Edmund Chen and daughter Yixin banter on ageism | Sumiko At 60 Podcast,2024-08-06,3188,16.0,0,2.0
EzddQFfVB8M,Can I come up with Singapore's next unicorn? | We Try First,2024-08-06,1346,17.0,0,0.0
9wacZ4gatNY,What sparks Felicia Gan of Ghim Li Group?,2024-08-06,317,2.0,0,0.0
6q27s8EYBTQ,Anti-Money Laundering Bill passed in Singapore,2024-08-06,1805,18.0,0,19.0
G_-c_Vxx-0w,MCCY on NTUC Income’s social mission amid Allianz deal,2024-08-06,2845,27.0,0,42.0
9PYeKCAbNX0,Accused in Yishun murder case brought back to incident scene,2024-08-06,37984,131.0,0,19.0
EnC93u_HI4M,"Income, Allianz must ensure insurance policies stay unchanged: Chee Hong Tat",2024-08-06,4350,32.0,0,45.0
JHJe3EVsPy4,"Google has an illegal monopoly on search, US judge finds",2024-08-06,974,17.0,0,1.0
NWyDoY9Atts,Shanti's coach on her Paris Olympics campaign,2024-08-05,6687,45.0,0,36.0
x8LZc0pTzCk,"Singapore’s first migrant workers dragon boat team: ‘Six days we work hard, Sundays we paddle hard’",2024-08-05,1686,37.0,0,5.0
SASzwWh1O9c,"Bangladesh PM Sheikh Hasina flees country, interim government to be formed",2024-08-05,7397,68.0,0,9.0
GScSM2begOw,Debby to become a hurricane before hitting Florida,2024-08-05,405,5.0,0,0.0
r-ALrFfOPWc,Long-awaited F-16 jets arrive in Ukraine,2024-08-05,9088,134.0,0,32.0
jsAgB9LKWo8,"Israeli strikes hit Gaza schools, hospital compound",2024-08-05,313,5.0,0,3.0
bSzSWnwAlVs,Australia raises terror threat level to 'probable',2024-08-05,1613,27.0,0,19.0
